penyataan id,penyataan,sumber id,sumber,label
85,Zainuddin Maidin tidak meninggal dunia,358,Zainuddin Maidin dilaporkan kritikal,berkaitan
85,Zainuddin Maidin tidak meninggal dunia,359,Jenazah Zainuddin Maidin dibawa pulang ke Putrajaya,tidak setuju
86,Zainuddin Maidin meninggal dunia,360,Zainuddin Maidin meninggal dunia,setuju
86,Zainuddin Maidin meninggal dunia,361,Zainuddin Maidin selamat dikebumi di Tanah Perkuburan Islam,setuju
86,Zainuddin Maidin meninggal dunia,362,Zainuddin Maidin dirawat di ICU,berkaitan
86,Zainuddin Maidin meninggal dunia,363,Zainuddin Maidin dilaporkan kritikal,berkaitan
86,Zainuddin Maidin meninggal dunia,364,Jenazah Zainuddin Maidin dibawa pulang ke Putrajaya,setuju
87,Mohamad Hasan berperanan sebagai Naib Timbalan Pengerusi BN,365,"Timbalan Presiden UMNO, Datuk Seri Mohamad Hasan kini turut memainkan peranan sebagai Pengerusi Barisan Nasional (BN)",tidak setuju
87,Mohamad Hasan berperanan sebagai Naib Timbalan Pengerusi BN,366,"Ahli-ahli UMNO kini amat mengharapkan sentuhan Timbalan Presiden parti, Datuk Seri Mohamad Hasan setelah diberi peranan menjalankan tugas-tugas Presiden UMNO.",tidak setuju
87,Mohamad Hasan berperanan sebagai Naib Timbalan Pengerusi BN,367,"Timbalan Presiden UMNO, Datuk Seri Mohamad Hasan",berkaitan
88,Mohamad Hasan kini berperanan sebagai Pengerusi BN,368,"Timbalan Presiden UMNO, Datuk Seri Mohamad Hasan kini turut memainkan peranan sebagai Pengerusi Barisan Nasional (BN)",setuju
88,Mohamad Hasan kini berperanan sebagai Pengerusi BN,369,"Ahli-ahli UMNO kini amat mengharapkan sentuhan Timbalan Presiden parti, Datuk Seri Mohamad Hasan setelah diberi peranan menjalankan tugas-tugas Presiden UMNO.",setuju
88,Mohamad Hasan kini berperanan sebagai Pengerusi BN,370,"Timbalan Presiden UMNO, Datuk Seri Mohamad Hasan",berkaitan
89,Khairy Jamaluddin Ketua Pemuda UMNO,371,"bekas Ketua Pemuda UMNO, Khairy Jamaluddin menerima teguran pemimpin partinya sendiri",tidak setuju
89,Khairy Jamaluddin Ketua Pemuda UMNO,372,"selaku bekas ketua Pergerakan Pemuda Umno, Khairy  Jamaluddin",tidak setuju
89,Khairy Jamaluddin Ketua Pemuda UMNO,373,"Bekas ketua pemuda Umno, Khairy Jamaludin Abu Bakar menempelak kenyataan Datuk Seri Najib Razak",tidak setuju
90,Khairy Jamaluddin bekas Ketua Pemuda UMNO,374,"bekas Ketua Pemuda UMNO, Khairy Jamaluddin menerima teguran pemimpin partinya sendiri",setuju
90,Khairy Jamaluddin bekas Ketua Pemuda UMNO,375,"selaku bekas ketua Pergerakan Pemuda Umno, Khairy  Jamaluddin",setuju
90,Khairy Jamaluddin bekas Ketua Pemuda UMNO,376,"Bekas ketua pemuda Umno, Khairy Jamaludin Abu Bakar menempelak kenyataan Datuk Seri Najib Razak",setuju
91,Syed Saddiq Syed Abdul Rahman bukan Ketua Angkatan Bersatu Anak Muda (Armada),377,"Angkatan Bersatu Anak Muda (ARMADA) Parti Pribumi Bersatu Malaysia (BERSATU) Selangor menegaskan akan teguh menyokong Ketuanya, Syed Saddiq Syed Abdul Rahman",tidak setuju
91,Syed Saddiq Syed Abdul Rahman bukan Ketua Angkatan Bersatu Anak Muda (Armada),378,"Ketua Angkatan Bersatu Anak Muda (Armada), Syed Saddiq Syed Abdul Rahman menyokong desakan supaya Menteri di Jabatan Perdana Menteri, P. Waytha Moorthy meletakkan jawatan ",berkaitan
91,Syed Saddiq Syed Abdul Rahman bukan Ketua Angkatan Bersatu Anak Muda (Armada),379,"Ketua Angkatan Bersatu Anak Muda (Armada), Syed Saddiq Syed Abdul Rahman ",tidak setuju
92,Syed Saddiq Syed Abdul Rahman merupakan Ketua Angkatan Bersatu Anak Muda (Armada),380,"Angkatan Bersatu Anak Muda (ARMADA) Parti Pribumi Bersatu Malaysia (BERSATU) Selangor menegaskan akan teguh menyokong Ketuanya, Syed Saddiq Syed Abdul Rahman",setuju
92,Syed Saddiq Syed Abdul Rahman merupakan Ketua Angkatan Bersatu Anak Muda (Armada),381,"Ketua Angkatan Bersatu Anak Muda (Armada), Syed Saddiq Syed Abdul Rahman menyokong desakan supaya Menteri di Jabatan Perdana Menteri, P. Waytha Moorthy meletakkan jawatan ",berkaitan
92,Syed Saddiq Syed Abdul Rahman merupakan Ketua Angkatan Bersatu Anak Muda (Armada),382,"Ketua Angkatan Bersatu Anak Muda (Armada), Syed Saddiq Syed Abdul Rahman ",setuju
93,"Timbalan Perdana Menteri, P Ramasamy",383,isu Timbalan Ketua  Menteri 11 Prof P. Ramasamy yang dikaitkan dengan dakwaan mempunyai kaitan dengan Harimau Pembebasan Tamil (LTTE).,tidak setuju
93,"Timbalan Perdana Menteri, P Ramasamy",384,"Timbalan Ketua Menteri II Pulau Pinang, P Ramasamy ",tidak setuju
94,"Timbalan Ketua Menteri II, P Ramasamy",385,isu Timbalan Ketua  Menteri 11 Prof P. Ramasamy yang dikaitkan dengan dakwaan mempunyai kaitan dengan Harimau Pembebasan Tamil (LTTE).,setuju
94,"Timbalan Ketua Menteri II, P Ramasamy",386,"Timbalan Ketua Menteri II Pulau Pinang, P Ramasamy ",setuju
95,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2020,387,"Menteri Komunikasi dan Multimedia Malaysia, YB Gobind Singh Deo menafikan bahawa beliau melarang artis kpop ke Malaysia.",tidak setuju
95,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2021,388,YB Gobind Singh Deo tidak pernah memberi penyataan mengenai Artis Korea Diharam Buat Persembahan Di Malaysia,tidak setuju
95,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2022,389,Mana ada kerajaan haramkan artis K-Pop - Gobind,tidak setuju
96,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2020 adalah palsu,390,"Menteri Komunikasi dan Multimedia Malaysia, YB Gobind Singh Deo menafikan bahawa beliau melarang artis kpop ke Malaysia.",setuju
96,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2020 adalah palsu,391,YB Gobind Singh Deo tidak pernah memberi penyataan mengenai Artis Korea Diharam Buat Persembahan Di Malaysia,setuju
96,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2020 adalah palsu,392,Mana ada kerajaan haramkan artis K-Pop - Gobind,setuju
97,Sultan Selangor Dan Sultan Johor Hadir Ke Himpunan ICERD,393,D.Y.M.M. Sultan Selangor kesal dan dukacita dengan kenyataan yang tersebar di media sosial dan menafikan bahawa Sultan johor pemangku sultan pahang sultan Selangor turun Himpunan ICERD bersama anak Melayu Bumiputera,tidak setuju
97,Sultan Selangor Dan Sultan Johor Hadir Ke Himpunan ICERD,394,Sultan johor pemangku sultan pahang sultan Selangor tidak turun terlibat dalam Himpunan ICERD,tidak setuju
97,Sultan Selangor Dan Sultan Johor Hadir Ke Himpunan ICERD,395,Tiada kaitan Himpunan ICERD dengan Sultan Selangor,tidak setuju
97,Sultan Selangor Dan Sultan Johor Hadir Ke Himpunan ICERD,396,Sultan Selangor kesal dikaitkan dengan Himpunan ICERD,tidak setuju
98,Sultan Selangor Dan Sultan Johor Tidak Pernah Hadir Ke Himpunan ICERD,397,D.Y.M.M. Sultan Selangor kesal dan dukacita dengan kenyataan yang tersebar di media sosial dan menafikan bahawa Sultan johor pemangku sultan pahang sultan Selangor turun Himpunan ICERD bersama anak Melayu Bumiputera,setuju
98,Sultan Selangor Dan Sultan Johor Tidak Pernah Hadir Ke Himpunan ICERD,398,Sultan johor pemangku sultan pahang sultan Selangor tidak turun terlibat dalam Himpunan ICERD,setuju
98,Sultan Selangor Dan Sultan Johor Tidak Pernah Hadir Ke Himpunan ICERD,399,Tiada kaitan Himpunan ICERD dengan Sultan Selangor,setuju
98,Sultan Selangor Dan Sultan Johor Tidak Pernah Hadir Ke Himpunan ICERD,400,Sultan Selangor kesal dikaitkan dengan Himpunan ICERD,setuju
99,straw minuman tidak diharamkan,401,"Berkuat kuasa 1 Januari hadapan, penggunaan penyedut minuman plastik akan diharamkan di semua premis perniagaan menjual makanan dan minuman bagi mengurangkan pencemaran berasaskan plastik dan memulihara alam sekitar.",tidak setuju
99,straw minuman tidak diharamkan,402,Penyedut minuman plastik diharam,tidak setuju
99,straw minuman tidak diharamkan,403,Straw bakal diharamkan di England,tidak berkaitan
99,straw minuman tidak diharamkan,404,Kementerian Wilayah akan mengharamkan penggunaan penyedut minuman plastik di semua kedai dan restoran makanan ,tidak setuju
99,straw minuman tidak diharamkan,405,Azab straw tercucuk hidung penyu,berkaitan
99,straw minuman tidak diharamkan,406,"Larangan guna straw hanya untuk peniaga, pengusaha kedai makan",tidak setuju
99,straw minuman tidak diharamkan,407,Straw plastik diharamkan,tidak setuju
100,straw minuman diharamkan,408,"Berkuat kuasa 1 Januari hadapan, penggunaan penyedut minuman plastik akan diharamkan di semua premis perniagaan menjual makanan dan minuman bagi mengurangkan pencemaran berasaskan plastik dan memulihara alam sekitar.",setuju
100,straw minuman diharamkan,409,Penyedut minuman plastik diharam,setuju
100,straw minuman diharamkan,410,Straw bakal diharamkan di England,tidak berkaitan
100,straw minuman diharamkan,411,Kementerian Wilayah akan mengharamkan penggunaan penyedut minuman plastik di semua kedai dan restoran makanan ,setuju
100,straw minuman diharamkan,412,Azab straw tercucuk hidung penyu,berkaitan
100,straw minuman diharamkan,413,"Larangan guna straw hanya untuk peniaga, pengusaha kedai makan",setuju
100,straw minuman diharamkan,414,Straw plastik diharamkan,setuju
101,pekerja asing masih dibenarkan bekerja di restoran mulai 2019,415,"Mulai 1 Jan 2019, hanya tukang masak tempatan dibenarkan",tidak setuju
101,pekerja asing masih dibenarkan bekerja di restoran mulai 2019,416,Hanya tukang masak tempatan mulai 2019,tidak setuju
101,pekerja asing masih dibenarkan bekerja di restoran mulai 2019,417,Pekerja asing tak boleh masak masakan Malaysia,tidak setuju
101,pekerja asing masih dibenarkan bekerja di restoran mulai 2019,418,Arahan guna tukang masak tempatan perlu dikaji,berkaitan
101,pekerja asing masih dibenarkan bekerja di restoran mulai 2019,419,Pengambilan tukang masak asing dikaji,berkaitan
101,pekerja asing masih dibenarkan bekerja di restoran mulai 2019,420,Kementerian Sumber Manusia menggesa semua restoran di negara ini mengambil tukang masak tempatan untuk bekerja di restoran masing-masing mulai 1 Julai ini.,tidak setuju
101,pekerja asing masih dibenarkan bekerja di restoran mulai 2019,421,semua pengusaha akan diberi tempoh hingga hujung tahun ini untuk memastikan hanya tukang masak tempatan sahaja bekerja di restoran ,tidak setuju
102,tiada pekerja asing di restoran mulai 2019,422,"Mulai 1 Jan 2019, hanya tukang masak tempatan dibenarkan",setuju
102,tiada pekerja asing di restoran mulai 2019,423,Hanya tukang masak tempatan mulai 2019,setuju
102,tiada pekerja asing di restoran mulai 2019,424,Pekerja asing tak boleh masak masakan Malaysia,setuju
102,tiada pekerja asing di restoran mulai 2019,425,Arahan guna tukang masak tempatan perlu dikaji,berkaitan
102,tiada pekerja asing di restoran mulai 2019,426,Pengambilan tukang masak asing dikaji,berkaitan
102,tiada pekerja asing di restoran mulai 2019,427,Kementerian Sumber Manusia menggesa semua restoran di negara ini mengambil tukang masak tempatan untuk bekerja di restoran masing-masing mulai 1 Julai ini.,setuju
102,tiada pekerja asing di restoran mulai 2019,428,semua pengusaha akan diberi tempoh hingga hujung tahun ini untuk memastikan hanya tukang masak tempatan sahaja bekerja di restoran ,setuju
103,Kementerian Pengangkutan setuju dengan keputusan berhubung kenaikan tambang bas,429,Kementerian Pengangkutan belum ada keputusan berhubung kenaikan tambang bas,tidak setuju
103,Kementerian Pengangkutan setuju dengan keputusan berhubung kenaikan tambang bas,430,Kementerian Pengangkutan belum ada keputusan kenaikan tambang bas ekspres,tidak setuju
103,Kementerian Pengangkutan setuju dengan keputusan berhubung kenaikan tambang bas,431,Ambil kira kepentingan rakyat sebelum naik tambang bas ekspres,tidak setuju
103,Kementerian Pengangkutan setuju dengan keputusan berhubung kenaikan tambang bas,432,Belum ada keputusan untuk naikkan tambang bas ekspres,tidak setuju
103,Kementerian Pengangkutan setuju dengan keputusan berhubung kenaikan tambang bas,433,Kerajaan masih timbang kenaikan tambang bas ekspres,tidak setuju
103,Kementerian Pengangkutan setuju dengan keputusan berhubung kenaikan tambang bas,434,Jejantas dari stesen MRT Bandar Utama ke 1 Utama dibuka,tidak berkaitan
104,Kementerian Pengangkutan belum ada keputusan berhubung kenaikan tambang bas,435,Kementerian Pengangkutan belum ada keputusan berhubung kenaikan tambang bas,setuju
104,Kementerian Pengangkutan belum ada keputusan berhubung kenaikan tambang bas,436,Kementerian Pengangkutan belum ada keputusan kenaikan tambang bas ekspres,setuju
104,Kementerian Pengangkutan belum ada keputusan berhubung kenaikan tambang bas,437,Ambil kira kepentingan rakyat sebelum naik tambang bas ekspres,setuju
104,Kementerian Pengangkutan belum ada keputusan berhubung kenaikan tambang bas,438,Belum ada keputusan untuk naikkan tambang bas ekspres,setuju
104,Kementerian Pengangkutan belum ada keputusan berhubung kenaikan tambang bas,439,Kerajaan masih timbang kenaikan tambang bas ekspres,setuju
104,Kementerian Pengangkutan belum ada keputusan berhubung kenaikan tambang bas,440,Jejantas dari stesen MRT Bandar Utama ke 1 Utama dibuka,tidak berkaitan
105,Nama Muhammad Adib tidak diabadikan di Tugu Peringatan Fallen Heroes,441,Nama Muhammad Adib kini diabadikan di Tugu Peringatan Fallen,tidak setuju
105,Nama Muhammad Adib tidak diabadikan di Tugu Peringatan Fallen Heroes,442,Nama Muhammad Adib diabadikan di Tugu Peringatan Fallen Heroes,tidak setuju
105,Nama Muhammad Adib tidak diabadikan di Tugu Peringatan Fallen Heroes,443,Adib perlu dikenang sebagai wira - Bapa saudara | Astro Awani,berkaitan
105,Nama Muhammad Adib tidak diabadikan di Tugu Peringatan Fallen Heroes,444,Sultan Kedah cemar duli ziarah Muhammad Adib di IJN,berkaitan
106,Nama Muhammad Adib kini diabadikan di Tugu Peringatan Fallen Heroes,445,Nama Muhammad Adib kini diabadikan di Tugu Peringatan Fallen,setuju
106,Nama Muhammad Adib kini diabadikan di Tugu Peringatan Fallen Heroes,446,Nama Muhammad Adib diabadikan di Tugu Peringatan Fallen Heroes,setuju
106,Nama Muhammad Adib kini diabadikan di Tugu Peringatan Fallen Heroes,447,Adib perlu dikenang sebagai wira - Bapa saudara | Astro Awani,berkaitan
106,Nama Muhammad Adib kini diabadikan di Tugu Peringatan Fallen Heroes,448,Sultan Kedah cemar duli ziarah Muhammad Adib di IJN,berkaitan
107,ADAM50 masih diteruskan tahun depan,449,Najib sedih ADAM50 dimansuh mulai tahun depan,tidak setuju
107,ADAM50 masih diteruskan tahun depan,450,"Tak suka nama ADAM50 tukar, jangan mansuh - Najib",tidak setuju
107,ADAM50 masih diteruskan tahun depan,451,Permodalan Nasional Berhas PNB mengumumkan Program Amanah Dana Anak Malaysia ADAM50 akan ditamatkan pada 31 Disember berikutan kurang sambutan,tidak setuju
107,ADAM50 masih diteruskan tahun depan,452,Khairy tegur tindakan PNB mansuh ADAM50,tidak setuju
107,ADAM50 masih diteruskan tahun depan,453,ADAM50 dihentikan akhir tahun - Zeti,tidak setuju
107,ADAM50 masih diteruskan tahun depan,454,Inisiatif ADAM50 akan dihentikan pada akhir tahun - Zeti | Astro Awani,tidak setuju
107,ADAM50 masih diteruskan tahun depan,455,Alasan pemansuhan ADAM50 tidak boleh diterima - Khairy,tidak setuju
108,ADAM50 dihentikan akhir tahun ,456,Najib sedih ADAM50 dimansuh mulai tahun depan,setuju
108,ADAM50 dihentikan akhir tahun ,457,"Tak suka nama ADAM50 tukar, jangan mansuh - Najib",setuju
108,ADAM50 dihentikan akhir tahun ,458,Permodalan Nasional Berhas PNB mengumumkan Program Amanah Dana Anak Malaysia ADAM50 akan ditamatkan pada 31 Disember berikutan kurang sambutan,setuju
108,ADAM50 dihentikan akhir tahun ,459,Khairy tegur tindakan PNB mansuh ADAM50,setuju
108,ADAM50 dihentikan akhir tahun ,460,ADAM50 dihentikan akhir tahun - Zeti,setuju
108,ADAM50 dihentikan akhir tahun ,461,Inisiatif ADAM50 akan dihentikan pada akhir tahun - Zeti | Astro Awani,setuju
108,ADAM50 dihentikan akhir tahun ,462,Alasan pemansuhan ADAM50 tidak boleh diterima - Khairy,setuju
109,Tun Mahathir tidak bercadang untuk melancarkan Pelan Anti-Rasuah Nasional 31 Januari ini,463,Perdana Menteri lancar pelan Anti-Rasuah Nasional 31 Jan ini,tidak setuju
109,Tun Mahathir tidak bercadang untuk melancarkan Pelan Anti-Rasuah Nasional 31 Januari ini,464,Pelan Anti Rasuah Nasional 2019-2023 dilancar bulan Januari 2019,tidak setuju
109,Tun Mahathir tidak bercadang untuk melancarkan Pelan Anti-Rasuah Nasional 31 Januari ini,465,Pelan Anti-Rasuah Nasional NACP dilancar 31 Januari,tidak setuju
109,Tun Mahathir tidak bercadang untuk melancarkan Pelan Anti-Rasuah Nasional 31 Januari ini,466,Tun M dan Jemaah Menteri bertemu SPRM,berkaitan
109,Tun Mahathir tidak bercadang untuk melancarkan Pelan Anti-Rasuah Nasional 31 Januari ini,467,"Integriti sambut baik usaha kerajaan perkukuh tadbir urus, perangi rasuah",tidak berkaitan
110,Tun Mahathir lancar Pelan Anti-Rasuah Nasional 31 Januari ini,468,Perdana Menteri lancar pelan Anti-Rasuah Nasional 31 Jan ini,setuju
110,Tun Mahathir lancar Pelan Anti-Rasuah Nasional 31 Januari ini,469,Pelan Anti Rasuah Nasional 2019-2023 dilancar bulan Januari 2019,setuju
110,Tun Mahathir lancar Pelan Anti-Rasuah Nasional 31 Januari ini,470,Pelan Anti-Rasuah Nasional NACP dilancar 31 Januari,setuju
110,Tun Mahathir lancar Pelan Anti-Rasuah Nasional 31 Januari ini,471,Tun M dan Jemaah Menteri bertemu SPRM,berkaitan
110,Tun Mahathir lancar Pelan Anti-Rasuah Nasional 31 Januari ini,472,"Integriti sambut baik usaha kerajaan perkukuh tadbir urus, perangi rasuah",tidak berkaitan
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,473,Jho Low hadir mesyuarat Lembaga Pengarah 1MDB - Jabatan Audit,tidak setuju
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,474,Jho Low hadir mesyuarat 1MDB wakil Putera Turki - Peguam Najib,tidak setuju
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,475,Jabatan Audit Negara diarah gugur fakta Jho Low hadir mesyuarat,tidak setuju
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,476,Najib arah pinda audit 1MDB buang nama Jho Low,tidak setuju
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,477,Nama Jho Low diarah gugur dari laporan akhir 1MDB,tidak setuju
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,478,Najib arah sembunyi kehadiran Jho Low dalam mesyuarat,tidak setuju
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,479,Arahan pinda laporan audit 1MDB serius - Khairy,berkaitan
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,480,SPRM mula siasat pindaan Laporan Akhir Pengauditan 1MDB,berkaitan
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,481,Minda Pengarang: Heret pesalah skandal 1MDB ke mahkamah,berkaitan
111,Jho Low tidak pernah hadir dalam mesyuarat 1MDB,482,Kos selenggara Equanimity RM 3 juta sebulan,tidak berkaitan
112,Jho Low hadir mesyuarat 1MDB,483,Jho Low hadir mesyuarat Lembaga Pengarah 1MDB - Jabatan Audit,setuju
112,Jho Low hadir mesyuarat 1MDB,484,Jho Low hadir mesyuarat 1MDB wakil Putera Turki - Peguam Najib,setuju
112,Jho Low hadir mesyuarat 1MDB,485,Jabatan Audit Negara diarah gugur fakta Jho Low hadir mesyuarat,setuju
112,Jho Low hadir mesyuarat 1MDB,486,Najib arah pinda audit 1MDB buang nama Jho Low,setuju
112,Jho Low hadir mesyuarat 1MDB,487,Nama Jho Low diarah gugur dari laporan akhir 1MDB,setuju
112,Jho Low hadir mesyuarat 1MDB,488,Najib arah sembunyi kehadiran Jho Low dalam mesyuarat,setuju
112,Jho Low hadir mesyuarat 1MDB,489,Arahan pinda laporan audit 1MDB serius - Khairy,berkaitan
112,Jho Low hadir mesyuarat 1MDB,490,SPRM mula siasat pindaan Laporan Akhir Pengauditan 1MDB,berkaitan
112,Jho Low hadir mesyuarat 1MDB,491,Minda Pengarang: Heret pesalah skandal 1MDB ke mahkamah,berkaitan
112,Jho Low hadir mesyuarat 1MDB,492,Kos selenggara Equanimity RM 3 juta sebulan,tidak berkaitan
113,Program perumahan rakyat termiskin (PPRT) di Kelantan diberhentikan,493,PPRT di Kelantan diteruskan,tidak setuju
113,Program perumahan rakyat termiskin (PPRT) di Kelantan diberhentikan,494,program perumahan rakyat termiskin masih lagi diperuntukkan di Kelantan,tidak setuju
113,Program perumahan rakyat termiskin (PPRT) di Kelantan diberhentikan,495,JKKK diberi tugas urus projek baik pulih PPRT - Ismail Sabri,berkaitan
113,Program perumahan rakyat termiskin (PPRT) di Kelantan diberhentikan,496,RM100 juta mampu rancakkan IKS negara - Tekun,tidak berkaitan
114,Program perumahan rakyat termiskin (PPRT) di Kelantan masih diteruskan,497,PPRT di Kelantan diteruskan,setuju
114,Program perumahan rakyat termiskin (PPRT) di Kelantan masih diteruskan,498,program perumahan rakyat termiskin masih lagi diteruskan di Kelantan,setuju
114,Program perumahan rakyat termiskin (PPRT) di Kelantan masih diteruskan,499,JKKK diberi tugas urus projek baik pulih PPRT - Ismail Sabri,berkaitan
114,Program perumahan rakyat termiskin (PPRT) di Kelantan masih diteruskan,500,RM100 juta mampu rancakkan IKS negara - Tekun,tidak berkaitan
115,Dewan Negara tidak meluluskan RUU Perbekalan 2019,501,Persidangan Dewan Negara pada Selasa meluluskan Rang Undang-undang (RUU) Perbekalan 2019 yang memperuntukkan sejumlah RM314.5 bilion untuk perbelanjaan kerajaan bagi tahun berkenaan.,tidak setuju
115,Dewan Negara tidak meluluskan RUU Perbekalan 2019,502,Dewan Negara lulus lima RUU,berkaitan
115,Dewan Negara tidak meluluskan RUU Perbekalan 2019,503,Dewan Rakyat lulus RUU mansuh Akta Antiberita Tidak Benar ...,tidak berkaitan
115,Dewan Negara tidak meluluskan RUU Perbekalan 2019,504,Belanjawan2019: Tun M janji wang negara dibelanja dengan hati-hati,tidak berkaitan
115,Dewan Negara tidak meluluskan RUU Perbekalan 2019,505,Belanjawan 2019 diluluskan Dewan Rakyat | Astro Awani,tidak berkaitan
116,Dewan Negara lulus RUU Perbekalan 2019,506,Persidangan Dewan Negara pada Selasa meluluskan Rang Undang-undang (RUU) Perbekalan 2019 yang memperuntukkan sejumlah RM314.5 bilion untuk perbelanjaan kerajaan bagi tahun berkenaan.,setuju
116,Dewan Negara lulus RUU Perbekalan 2019,507,Dewan Negara lulus lima RUU,berkaitan
116,Dewan Negara lulus RUU Perbekalan 2019,508,Dewan Rakyat lulus RUU mansuh Akta Antiberita Tidak Benar ...,tidak berkaitan
116,Dewan Negara lulus RUU Perbekalan 2019,509,Belanjawan2019: Tun M janji wang negara dibelanja dengan hati-hati,tidak berkaitan
116,Dewan Negara lulus RUU Perbekalan 2019,510,Belanjawan 2019 diluluskan Dewan Rakyat | Astro Awani,tidak berkaitan
