epoch,train_acc,train_loss,test_acc,test_loss,,,,,,,,
0,0.740837698,0.51219208,0.791666667,0.491132696,,,,,,0.927083333,0.916666667,CNN RNN BACKWARD
,,,,,,,,,0.916666667,0.916666667,0.90625,CNN-LSTM FORGET TRUE
1,0.895287958,0.291516455,0.822916667,0.399142802,,,,,,0.927083333,0.916666667,CNN-LSTM FORGET TRUE BACKWARD
,,,,,,,,,0.9375,0.9375,0.9375,CNN-LSTM FORGET FALSE 
2,0.942408377,0.164754603,0.854166667,0.319589714,,,,,,0.927083333,0.927083333, CNN-LSTM FORGET FALSE BACKWARD
,,,,,,,,,0.947916667,0.9375,0.927083333,CNN GRU
3,0.968586388,0.096981736,0.895833333,0.263373266,,,,,,0.916666667,0.927083333,CNN GRU BACKWARD
,,,,,,,,,0.9375,0.895833333,0.916666667,CNN
4,0.979057589,0.063301218,0.916666667,0.211653575,,,,,0.75,0.75,0.739583333,RNN
,,,,,,,,,0.916666667,0.875,0.802083333,RNN BACKWARD
5,0.989528796,0.034655601,0.916666667,0.173079607,,GRU B,,,0.864583333,0.875,0.875,LSTM
,,,,,,,,,0.958333333,0.916666667,0.947916667,LSTM B
6,0.989528796,0.026264469,0.927083333,0.152670475,,,,,0.90625,0.875,0.864583333,GRU
,,,,,,,,,0.979166667,0.96875,0.947916667,GRU B
7,0.994764398,0.017240526,0.958333333,0.145073016,,,,,,,,
,,,,,,,,,,,,
8,1,0.012273934,0.947916667,0.124832233,,,,,,,,
,,,,,,,,,,,,
9,1,0.009418129,0.947916667,0.145249171,,,,,,,,
0,0.837696333,0.420560616,0.895833333,0.31412226,,,,,,,,
,,,,,,,,,,,,
1,0.947643977,0.191566601,0.885416667,0.25164402,,,,,,,,
,,,,,,,,,,,,
2,0.945026178,0.128028291,0.916666667,0.208782136,,,,,,,,
,,,,,,,,,,,,
3,0.97382199,0.079866162,0.947916667,0.201060017,,,,,,,,
,,,,,,CNN-RNN,,,,,,
4,0.997382199,0.037986458,0.9375,0.195053046,,,,,,,,
,,,,,,,,,,,,
5,0.997382199,0.025844975,0.9375,0.174734021,,,,,,,,
,,,,,,,,,,,,
6,0.997382199,0.019889747,0.958333333,0.148012246,,,,,,,,
,,,,,,,,,,,,
7,0.997382199,0.017375819,0.958333333,0.141080953,,,,,,,,
,,,,,,,,,,,,
8,1,0.010919392,0.916666667,0.196699001,,,,,,,,
,,,,,,,,,,,,
9,1,0.005299047,0.96875,0.135531407,,,,,,,,
,,,,,,,,,,,,
0,0.764397906,0.426454647,0.885416667,0.341554552,,,,,,,,
,,,,,,,,,,,,
1,0.931937171,0.184918643,0.885416667,0.307202597,,,,,,,,
,,,,,,,,,,,,
2,0.952879579,0.133447206,0.885416667,0.273348088,,,,,,,,
,,,,,,,,,,,,
3,0.98167539,0.101510344,0.90625,0.239142393,,,,,,,,
,,,,,,,,,,,,
4,0.984293194,0.071567084,0.90625,0.216312587,,,,,,,,
,,,,,,CNN RNN BACKWARD,,,,,,
5,0.986910995,0.060477879,0.927083333,0.222041843,,,,,,,,
,,,,,,,,,,,,
6,0.989528796,0.045645221,0.90625,0.204017008,,,,,,,,
,,,,,,,,,,,,
7,0.989528796,0.040384367,0.927083333,0.202142671,,,,,,,,
,,,,,,,,,,,,
8,0.989528796,0.035847303,0.927083333,0.202833608,,,,,,,,
,,,,,,,,,,,,
9,0.989528796,0.032400698,0.927083333,0.192674838,,,,,,,,
,,,,,,,,,,,,
0,0.60471204,0.584735197,0.90625,0.446618716,,,,,,,,
,,,,,,,,,,,,
1,0.945026178,0.314141405,0.895833333,0.259012729,,,,,,,,
,,,,,,,,,,,,
2,0.958115183,0.138155464,0.916666667,0.19086801,,,,,,,,
,,,,,,,,,,,,
3,0.98167539,0.051784055,0.916666667,0.17117552,,,,,,,,
,,,,,,,,,,,,
4,0.984293194,0.02560864,0.916666667,0.205937741,,,,,,,,
,,,,,,CNN-LSTM FORGET TRUE,,,,,,
5,0.989528796,0.017218561,0.90625,0.195291902,,,,,,,,
,,,,,,,,,,,,
6,0.989528794,0.013756516,0.916666667,0.237090675,,,,,,,,
,,,,,,,,,,,,
7,0.989528794,0.011806067,0.916666667,0.246415225,,,,,,,,
,,,,,,,,,,,,
8,0.989528794,0.010594426,0.916666667,0.259768122,,,,,,,,
,,,,,,,,,,,,
9,0.989528796,0.009924134,0.916666667,0.274408313,,,,,,,,
,,,,,,,,,,,,
0,0.743455495,0.492482934,0.90625,0.314935734,,,,,,,,
,,,,,,,,,,,,
1,0.945026178,0.202495639,0.84375,0.308070213,,,,,,,,
,,,,,,,,,,,,
2,0.95026178,0.148334516,0.895833333,0.231892377,,,,,,,,
,,,,,,,,,,,,
3,0.968586386,0.097540494,0.927083333,0.203595109,,,,,,,,
,,,,,,,,,,,,
4,0.97382199,0.073202645,0.885416667,0.247466832,,,,,,,,
,,,,,,CNN-LSTM FORGET TRUE BACKWARD,,,,,,
5,0.981675393,0.054572594,0.916666667,0.207028301,,,,,,,,
,,,,,,,,,,,,
6,0.981675393,0.037136316,0.90625,0.218596282,,,,,,,,
,,,,,,,,,,,,
7,0.984293194,0.037663256,0.90625,0.219049066,,,,,,,,
,,,,,,,,,,,,
8,0.986910993,0.029057021,0.916666667,0.211354917,,,,,,,,
,,,,,,,,,,,,
9,0.989528796,0.023416245,0.927083333,0.193880551,,,,,,,,
,,,,,,,,,,,,
0,0.60471204,0.57354938,0.916666667,0.459198415,,,,,,,,
,,,,,,,,,,,,
1,0.952879581,0.306286552,0.916666667,0.219680438,,,,,,,,
,,,,,,,,,,,,
2,0.979057592,0.113577579,0.9375,0.13765993,,,,,,,,
,,,,,,,,,,,,
3,0.986910993,0.041697173,0.916666667,0.203872333,,,,,,,,
,,,,,,,,,,,,
4,0.986910995,0.029742052,0.9375,0.148994569,,,,,,,,
,,,,,,CNN-LSTM FORGET FALSE ,,,,,,
5,0.989528796,0.018328943,0.927083333,0.174380302,,,,,,,,
,,,,,,,,,,,,
6,0.989528796,0.01480132,0.9375,0.179804797,,,,,,,,
,,,,,,,,,,,,
7,0.989528794,0.013494542,0.927083333,0.229911918,,,,,,,,
,,,,,,,,,,,,
8,0.989528796,0.012542797,0.927083333,0.256053715,,,,,,,,
,,,,,,,,,,,,
9,0.989528796,0.012034737,0.916666667,0.277706806,,,,,,,,
,,,,,,,,,,,,
0,0.646596859,0.559451786,0.90625,0.442773581,,,,,,,,
,,,,,,,,,,,,
1,0.939790576,0.258913386,0.90625,0.20966436,,,,,,,,
,,,,,,,,,,,,
2,0.965968584,0.106278913,0.90625,0.197276043,,,,,,,,
,,,,,,,,,,,,
3,0.984293192,0.052374353,0.916666667,0.194987516,,,,,,,,
,,,,,,,,,,,,
4,0.979057592,0.048807594,0.927083333,0.178629143,,,,,,,,
,,,,,, CNN-LSTM FORGET FALSE BACKWARD,,,,,,
5,0.979057592,0.043830048,0.885416667,0.227976335,,,,,,,,
,,,,,,,,,,,,
6,0.981675393,0.033056542,0.916666667,0.208355015,,,,,,,,
,,,,,,,,,,,,
7,0.986910995,0.025531026,0.927083333,0.181655675,,,,,,,,
,,,,,,,,,,,,
8,0.986910995,0.022617609,0.927083333,0.181011288,,,,,,,,
,,,,,,,,,,,,
9,0.986910993,0.01983535,0.927083333,0.192660245,,,,,,,,
,,,,,,,,,,,,
0,0.882198953,0.42069186,0.90625,0.311835428,,,,,,,,
,,,,,,,,,,,,
1,0.968586388,0.195759078,0.916666667,0.214530945,,,,,,,,
,,,,,,,,,,,,
2,0.976439788,0.107896161,0.927083333,0.157165661,,,,,,,,
,,,,,,,,,,,,
3,0.979057592,0.061465683,0.9375,0.133490083,,,,,,,,
,,,,,,,,,,,,
4,0.98167539,0.04047637,0.9375,0.126701944,,,,,,,,
,,,,,,CNN GRU,,,,,,
5,0.984293194,0.027108168,0.9375,0.128695996,,,,,,,,
,,,,,,,,,,,,
6,0.986910993,0.030126181,0.927083333,0.145672443,,,,,,,,
,,,,,,,,,,,,
7,0.989528796,0.019179031,0.9375,0.119829575,,,,,,,,
,,,,,,,,,,,,
8,0.989528796,0.015564508,0.9375,0.126100262,,,,,,,,
,,,,,,,,,,,,
9,0.989528794,0.01326263,0.927083333,0.168201936,,,,,,,,
,,,,,,,,,,,,
0,0.811518323,0.47208633,0.885416667,0.33387056,,,,,,,,
,,,,,,,,,,,,
1,0.960732984,0.203539384,0.916666667,0.20882148,,,,,,,,
,,,,,,,,,,,,
2,0.968586388,0.10233121,0.916666667,0.171518847,,,,,,,,
,,,,,,,,,,,,
3,0.979057589,0.063336088,0.90625,0.178766057,,,,,,,,
,,,,,,,,,,,,
4,0.981675393,0.041455752,0.916666667,0.186090986,,,,,,,,
,,,,,,CNN GRU BACKWARD,,,,,,
5,0.984293192,0.0312816,0.916666667,0.197556541,,,,,,,,
,,,,,,,,,,,,
6,0.984293192,0.027727173,0.895833333,0.225234161,,,,,,,,
,,,,,,,,,,,,
7,0.989528794,0.018947295,0.9375,0.175606222,,,,,,,,
,,,,,,,,,,,,
8,0.989528796,0.018269748,0.916666667,0.179770776,,,,,,,,
,,,,,,,,,,,,
9,0.986910993,0.019310706,0.927083333,0.190200916,,,,,,,,
,,,,,,,,,,,,
0,0.62827225,0.65326175,0.791666667,0.463569274,,,,,,,,
,,,,,,,,,,,,
1,0.837696335,0.406793011,0.833333333,0.364912152,,,,,,,,
,,,,,,,,,,,,
2,0.921465966,0.256094996,0.833333333,0.307694525,,,,,,,,
,,,,,,,,,,,,
3,0.968586387,0.177744271,0.875,0.26940606,,,,,,,,
,,,,,,,,,,,,
4,0.97382199,0.129238469,0.875,0.243461182,,,,,,,,
,,,,,,CNN,,,,,,
5,0.984293192,0.098571894,0.864583333,0.226949195,,,,,,,,
,,,,,,,,,,,,
6,0.989528796,0.073631207,0.875,0.20755294,,,,,,,,
,,,,,,,,,,,,
7,0.986910993,0.05839434,0.895833333,0.199828903,,,,,,,,
,,,,,,,,,,,,
8,0.989528796,0.048697302,0.885416667,0.192415327,,,,,,,,
,,,,,,,,,,,,
9,0.989528796,0.045632548,0.895833333,0.186417242,,,,,,,,
,,,,,,,,,,,,
0,0.636125654,0.659417531,0.65625,0.630135218,,,,,,,,
,,,,,,,,,,,,
1,0.798429321,0.520938233,0.635416667,0.665668368,,,,,,,,
,,,,,,,,,,,,
2,0.806282723,0.474921006,0.708333333,0.586542388,,,,,,,,
,,,,,,,,,,,,
3,0.832460734,0.417779603,0.75,0.554504712,,,,,,,,
,,,,,,,,,,,,
4,0.871727749,0.398486089,0.677083333,0.635261556,,,,,,,,
,,,,,,RNN,,,,,,
5,0.82984293,0.413113205,0.666666667,0.640100757,,,,,,,,
,,,,,,,,,,,,
6,0.856020941,0.369125247,0.697916667,0.654206276,,,,,,,,
,,,,,,,,,,,,
7,0.866492147,0.334617894,0.635416667,0.817446947,,,,,,,,
,,,,,,,,,,,,
8,0.714659688,0.554914684,0.510416667,0.7348936,,,,,,,,
,,,,,,,,,,,,
9,0.604712041,0.534994983,0.53125,0.72504588,,,,,,,,
,,,,,,,,,,,,
0,0.667539269,0.640048638,0.666666667,0.618375142,,,,,,,,
,,,,,,,,,,,,
1,0.861256543,0.320757804,0.78125,0.536845565,,,,,,,,
,,,,,,,,,,,,
2,0.939790576,0.199363511,0.802083333,0.481330146,,,,,,,,
,,,,,,,,,,,,
3,0.952879581,0.161233024,0.770833333,0.490411758,,,,,,,,
,,,,,,,,,,,,
4,0.97382199,0.122105822,0.760416667,0.518127531,,,,,,,,
,,,,,,RNN BACKWARD,,,,,,
5,0.984293194,0.093404676,0.78125,0.440931429,,,,,,,,
,,,,,,,,,,,,
6,0.994764398,0.057476179,0.8125,0.487798254,,,,,,,,
,,,,,,,,,,,,
7,0.989528796,0.069659895,0.885416667,0.328764657,,,,,,,,
,,,,,,,,,,,,
8,0.997382197,0.047117705,0.875,0.360140185,,,,,,,,
,,,,,,,,,,,,
9,0.986910993,0.056653783,0.802083333,0.468435342,,,,,,,,
,,,,,,,,,,,,
0,0.672774869,0.680703471,0.708333333,0.661101421,,,,,,,,
,,,,,,,,,,,,
1,0.738219896,0.607315195,0.708333333,0.614422977,,,,,,,,
,,,,,,,,,,,,
2,0.795811519,0.508352579,0.864583333,0.341735025,,,,,,,,
,,,,,,,,,,,,
3,0.840314137,0.37998657,0.833333333,0.404326638,,,,,,,,
,,,,,,,,,,,,
4,0.882198954,0.295833951,0.822916667,0.409887006,,,,,,,,
,,,,,,LSTM,,,,,,
5,0.863874346,0.302457257,0.822916667,0.401922286,,,,,,,,
,,,,,,,,,,,,
6,0.845549739,0.34589633,0.822916667,0.395420372,,,,,,,,
,,,,,,,,,,,,
7,0.90575916,0.266898998,0.875,0.36951911,,,,,,,,
,,,,,,,,,,,,
8,0.916230367,0.222755277,0.885416667,0.377040724,,,,,,,,
,,,,,,,,,,,,
9,0.908376961,0.207684229,0.875,0.373467108,,,,,,,,
,,,,,,,,,,,,
0,0.709424083,0.578465106,0.6875,0.536210984,,,,,,,,
,,,,,,,,,,,,
1,0.858638742,0.40125491,0.822916667,0.452499568,,,,,,,,
,,,,,,,,,,,,
2,0.92408377,0.262573527,0.854166667,0.334816049,,,,,,,,
,,,,,,,,,,,,
3,0.947643977,0.165055828,0.875,0.29184338,,,,,,,,
,,,,,,,,,,,,
4,0.976439791,0.099264195,0.875,0.257011116,,,,,,,,
,,,,,,,,,,,,
5,0.976439788,0.086122615,0.90625,0.236872643,,LSTM B,,,,,,
,,,,,,,,,,,,
6,0.984293194,0.063962764,0.90625,0.207343452,,,,,,,,
,,,,,,,,,,,,
7,0.989528794,0.043416617,0.90625,0.182397847,,,,,,,,
,,,,,,,,,,,,
8,0.989528794,0.028875092,0.916666667,0.160924554,,,,,,,,
,,,,,,,,,,,,
9,0.989528796,0.022173759,0.916666667,0.154383684,,,,,,,,
,,,,,,,,,,,,
0,0.657068063,0.674101672,0.666666667,0.642305096,,,,,,,,
,,,,,,,,,,,,
1,0.743455496,0.570984056,0.708333333,0.586734851,,,,,,,,
,,,,,,,,,,,,
2,0.785340315,0.501747727,0.854166667,0.349148636,,,,,,,,
,,,,,,,,,,,,
3,0.816753928,0.393490093,0.729166667,0.51622044,,,,,,,,
,,,,,,,,,,,,
4,0.782722512,0.443309754,0.729166667,0.514648497,,GRU,,,,,,
,,,,,,,,,,,,
5,0.787958116,0.43448859,0.729166667,0.499223759,,,,,,,,
,,,,,,,,,,2,,
6,0.806282721,0.415671605,0.78125,0.458826244,,,,,,0.96875,CNN-RNN,
,,,,,,,,,,0.927083333,CNN RNN BACKWARD,
7,0.837696336,0.35776247,0.875,0.327584177,,,,,,0.916666667,CNN-LSTM FORGET TRUE,
,,,,,,,,,,0.927083333,CNN-LSTM FORGET TRUE BACKWARD,
8,0.908376961,0.244897777,0.875,0.324003602,,,,,,0.9375,CNN-LSTM FORGET FALSE ,
,,,,,,,,,,0.927083333, CNN-LSTM FORGET FALSE BACKWARD,
9,0.913612564,0.215794319,0.875,0.349744846,,,,,,0.9375,CNN GRU,
,,,,,,,,,,0.916666667,CNN GRU BACKWARD,
0,0.604712041,0.606761482,0.729166667,0.505353014,,,,,,0.895833333,CNN,
,,,,,,,,,,0.75,RNN,
1,0.842931935,0.351761486,0.8125,0.430476099,,,,,,0.875,RNN BACKWARD,
,,,,,,,,,,0.875,LSTM,
2,0.905759163,0.237291565,0.864583333,0.318740586,,,,,,0.916666667,LSTM B,
,,,,,,,,,,0.875,GRU,
3,0.963350785,0.122627558,0.885416667,0.244356006,,,,,,0.96875,GRU B,
,,,,,,,,,,,,
4,0.979057592,0.076754464,0.90625,0.200441808,,,,,,,,
,,,,,,,,,,,,
5,0.986910995,0.049422345,0.916666667,0.174494942,,GRU B,,,,,,
,,,,,,,,,,,,
6,0.989528796,0.029278013,0.927083333,0.140184678,,,,,,,,
,,,,,,,,,,,,
7,0.989528794,0.019852059,0.927083333,0.128993625,,,,,,,,
,,,,,,,,,,,,
8,0.992146597,0.014531372,0.958333333,0.119216373,,,,,,,,
,,,,,,,,,,,,
9,1,0.011539419,0.96875,0.11475005,,,,,,,,
,,,,,,,,,,,,
0,0.693717278,0.50325619,0.854166667,0.411910315,,,,,,,,
,,,,,,,,,,,,
1,0.952879579,0.268629276,0.916666667,0.262947038,,,,,,,,
,,,,,,,,,,,,
2,0.955497383,0.170887559,0.927083333,0.205472951,,,,,,,,
,,,,,,,,,,,,
3,0.981675393,0.086613652,0.9375,0.141192834,,,,,,,,
,,,,,,,,,,,,
4,0.984293194,0.051052464,0.947916667,0.108796846,,,,,,,,
,,,,,,CNN GRU,,,,,,
5,0.989528796,0.024785232,0.947916667,0.102617202,,,,,,,,
,,,,,,,,,,,,
6,0.989528796,0.015534763,0.90625,0.313690931,,,,,,,,
,,,,,,,,,,,,
7,0.986910995,0.025636137,0.84375,0.435312033,,,,,,,,
,,,,,,,,,,,,
8,0.986910995,0.022859445,0.947916667,0.10980919,,,,,,,,
,,,,,,,,,,,,
9,0.989528796,0.014406338,0.9375,0.135092303,,,,,,,,
,,,,,,,,,,,,
0,0.808900521,0.423397254,0.90625,0.287820379,,,,,,,,
,,,,,,,,,,,,
1,0.963350785,0.11107432,0.927083333,0.150331738,,,,,,,,
,,,,,,,,,,,,
2,0.986910993,0.031441383,0.947916667,0.106754264,,,,,,,,
,,,,,,,,,,,,
3,0.989528794,0.013638436,0.947916667,0.093573334,,,,,,,,
,,,,,,,,,,,,
4,0.989528796,0.010461584,0.958333333,0.083173562,,PURE CNN-GRU,,,,,,
,,,,,,,,,,,,
5,0.989528794,0.009837651,0.947916667,0.082162953,,,,,,,,
,,,,,,,,,,,,
6,0.989528796,0.008759788,0.989583333,0.080245643,,,,,,,,
,,,,,,,,,,,,
7,1,0.008326455,0.989583333,0.078283776,,,,,,,,
,,,,,,,,,,,,
8,1,0.008049095,0.989583333,0.077649025,,,,,,,,
,,,,,,,,,,,,
9,1,0.008039799,0.989583333,0.077036662,,,,,,,,
,,,,,,,,,,,,
0,0.704188482,0.555313423,0.729166667,0.523638844,,,,,,,,
,,,,,,,,,,,,
1,0.858638744,0.326296618,0.78125,0.469828099,,,,,,,,
,,,,,,,,,,,,
2,0.945026176,0.202760972,0.8125,0.395578851,,,,,,,,
,,,,,,,,,,,,
3,0.965968584,0.118206369,0.864583333,0.336503441,,,,,,,,
,,,,,,,,,,,,
4,0.979057592,0.07035291,0.875,0.304448009,,,,,,,,
,,,,,,GRU B,,,,,,
5,0.989528796,0.049016105,0.885416667,0.277809327,,,,,,,,
,,,,,,,,,,,,
6,0.989528796,0.031932998,0.895833333,0.258643359,,,,,,,,
,,,,,,,,,,,,
7,0.989528796,0.023170045,0.864583333,0.260742227,,,,,,,,
,,,,,,,,,,,,
8,0.994764398,0.0161858,0.916666667,0.259160067,,,,,,,,
,,,,,,,,,,,,
9,1,0.013042999,0.916666667,0.261042317,,,,,,,,
0,0.7853403144481919,0.49663083824811805,0.8958333333333334,0.37352296710014343
1,0.9581151832460733,0.23110804687307768,0.8958333333333334,0.24248261749744415
2,0.9659685863874345,0.13430900914662797,0.9166666666666666,0.1820665275057157
3,0.9790575919351029,0.06931411751901916,0.9166666666666666,0.17858587702115378
4,0.9764397905759162,0.056793394259601365,0.9270833333333334,0.1364610306918621
5,0.9869109947643979,0.03107025591822351,0.90625,0.22567662099997202
6,0.9895287958115183,0.01997677665398851,0.9270833333333334,0.18484133233626684
7,0.9895287936270549,0.01445025488422179,0.90625,0.24483734865983328
8,0.9869109947643979,0.024372148919967612,0.90625,0.23373239735762277
9,0.9895287958115183,0.01228869723214607,0.90625,0.2521747301022212
0,0.8167539245171073,0.45104355493765225,0.84375,0.33235586682955426
1,0.9554973800144895,0.1252490258263668,0.90625,0.2033621072769165
2,0.9869109947643979,0.0399444060916988,0.8958333333333334,0.1631020506223043
3,0.9869109947643979,0.020590003321425143,0.9166666666666666,0.1781234790881475
4,0.9895287936270549,0.011775015097560059,0.9270833333333334,0.129364013671875
5,0.9895287958115183,0.009698731461491104,0.9479166666666666,0.11969287320971489
6,0.9895287958115183,0.008851317413631554,0.9375,0.12186355516314507
7,1.0,0.00826538359034436,0.9583333333333334,0.12393614525596301
8,1.0,0.008097910653514524,0.96875,0.12164873381455739
9,1.0,0.007929069036983578,0.96875,0.12169283007582028
0,0.7225130877569708,0.5332991455862035,0.7083333333333334,0.5357323487599691
1,0.9005235583370269,0.29782580190304064,0.7708333333333334,0.44592535495758057
2,0.9476439790575916,0.1742668937092052,0.8229166666666666,0.34153518080711365
3,0.9607329846052599,0.10475306072472278,0.8541666666666666,0.28688735763231915
4,0.9842931940293437,0.06004187690962048,0.8645833333333334,0.2657705793778102
5,0.9869109950764641,0.046932405319201384,0.875,0.24974600970745087
6,0.9895287936270549,0.03264134260216309,0.8645833333333334,0.2262132316827774
7,0.9869109947643979,0.02328179310519658,0.8854166666666666,0.22184337675571442
8,0.9973821989528796,0.01587262403473492,0.9166666666666666,0.2076472987731298
9,1.0,0.011809330472615377,0.9166666666666666,0.20203211903572083
0,0.6570680618910265,0.5685047310684364,0.7083333333333334,0.5182410478591919
1,0.8795811521445269,0.31918264714835204,0.7291666666666666,0.47141606609026593
2,0.9371727729967128,0.18328721353208832,0.8333333333333334,0.38346754511197406
3,0.9476439768731282,0.12348246629013442,0.84375,0.3105736970901489
4,0.9764397905759162,0.07187989691555188,0.8645833333333334,0.2642977188030879
5,0.9869109925799345,0.042800445226630617,0.8958333333333334,0.21903750797112784
6,0.9842931937172775,0.03543212155553059,0.90625,0.1974721153577169
7,0.9895287958115183,0.023902768352073837,0.90625,0.18698145945866904
8,0.9921465968586387,0.016019886603374132,0.9270833333333334,0.17493557433287302
9,1.0,0.013414865749746718,0.9479166666666666,0.16637622813383737
0,0.6963350775978328,0.5525751120132926,0.71875,0.4949135382970174
1,0.8638743461738706,0.3069793237129431,0.8229166666666666,0.372226744890213
2,0.9371727751811761,0.17412299986597132,0.8958333333333334,0.2899063229560852
3,0.9659685863874345,0.1086764708161354,0.90625,0.2324871520201365
4,0.981675392670157,0.07043551677028546,0.8958333333333334,0.22144659360249838
5,0.9869109947643979,0.045608135398613844,0.90625,0.18865545590718588
6,0.9842931937172775,0.037666476965535683,0.9270833333333334,0.17027965188026428
7,0.9895287958115183,0.02612651965497988,0.9375,0.15769260625044504
8,0.9895287958115183,0.018565551294940304,0.96875,0.14026899635791779
9,0.9973821989528796,0.01606607698489234,0.9583333333333334,0.14233989516894022
